De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     ,total enrolment,male,female,fsme,free school meals,Protestant,% Protestant,Catholic,% Catholic,Other Christian / non-Christian / no religion / unknown,% Other Christian / non-Christian / no religion / unknown
5011129,Hart Memorial Primary School,CHARLES STREET,CRAIGAVON,BT624BD,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,445,237,208,163,36.60%,297,66.7,37,8.3,111,24.9
5011132,Killylea Primary School,150 KILLYLEA ROAD,ARMAGH,BT604LN,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,59,34,25,17,28.80%,56,94.9,0,0,3,5.1
5011137,Newtownhamilton Primary School,8 SCHOOL ROAD,NEWRY,BT350DQ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,68,32,36,28,41.20%,54,79.4,0,0,14,20.6
5011142,Clare Primary School,58 CLOGHOGE ROAD,TANDRAGEE,BT622HB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,146,65,81,17,11.60%,121,82.9,*,*,#,#
5011152,Kingsmills Primary School,63 DRUMNAHUNSHIN ROAD,ARMAGH,BT602TA,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,38,22,16,9,23.70%,35,92.1,0,0,3,7.9
5011153,Lisnadill Primary School,7 DRUMCONWELL ROAD,ARMAGH,BT602PS,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,100,44,56,29,29.00%,75,75,*,*,#,#
5011157,Derryhale Primary School,116 DERRYHALE ROAD,PORTADOWN,BT623SR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,87,53,34,11,12.60%,68,78.2,*,*,#,#
5011161,Mountnorris Primary School,7 MAIN STREET,ARMAGH,BT602TR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,90,43,47,17,18.90%,77,85.6,*,*,#,#
5011165,Rich Mount Primary School,105 MOY ROAD,PORTADOWN,BT621QP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,123,64,59,34,27.60%,96,78,5,4.1,22,17.9
5011174,Birches Primary School,14 CLONMAKATE ROAD,CRAIGAVON,BT621LR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,175,85,90,42,24.00%,157,89.7,0,0,18,10.3
5011175,Cortamlet Primary School,19 CORTAMLET ROAD,NEWRY,BT350EE,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,95,47,48,24,25.30%,89,93.7,0,0,6,6.3
5011179,Bessbrook Primary School,14 CHURCH ROAD,NEWRY,BT357AQ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,102,55,47,46,45.10%,75,73.5,16,15.7,11,10.8
5011189,"Edenderry Primary School, Portadown",PRINCESS WAY,PORTADOWN,BT635EP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,396,209,187,127,32.10%,266,67.2,34,8.6,96,24.2
5011190,Tullygally Primary School,21 MEADOWBROOK ROAD,LURGAN,BT655AA,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,192,98,94,99,51.60%,0,0,152,79.2,40,20.8
5011520,Dromore Road Primary School,UPPER DROMORE ROAD,WARRENPOINT,BT343JH,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,92,50,42,46,50.00%,20,21.7,42,45.7,30,32.6
5011575,Dromore Central Primary School,2 BANBRIDGE ROAD,DROMORE,BT251AD,Primary,Controlled,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,689,319,370,87,12.60%,503,73,13,1.9,173,25.1
5011594,Abercorn Primary School,NEWRY ROAD,BANBRIDGE,BT323HR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,386,188,198,116,30.10%,298,77.2,10,2.6,78,20.2
5011596,Gilford Primary School,CASTLE HILL,CRAIGAVON,BT636HH,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,91,41,50,21,23.10%,73,80.2,11,12.1,7,7.7
5011598,Waringstown Primary School,1 BANBRIDGE ROAD,CRAIGAVON,BT667QH,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,429,216,213,35,8.20%,335,78.1,15,3.5,79,18.4
5011602,Bleary Primary School,6 DEAN'S ROAD,CRAIGAVON,BT668TD,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,133,64,69,32,24.10%,87,65.4,9,6.8,37,27.8
5011611,Iveagh Primary School,17 CASTLE HILL,NEWRY,BT345NH,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,276,151,125,70,25.40%,207,75,13,4.7,56,20.3
5011617,Ballydown Primary School,64 LISNAREE ROAD,BANBRIDGE,BT324JN,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,343,167,176,34,9.90%,272,79.3,16,4.7,55,16
5011649,Kilkeel Primary School,130 HARBOUR ROAD,KILKEEL,BT344AT,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,444,237,207,108,24.30%,353,79.5,16,3.6,75,16.9
5011651,Milltown Primary School,167 LURGAN ROAD,BANBRIDGE,BT324NR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,58,31,27,24,41.40%,41,70.7,*,*,#,#
5011664,Scarva Primary School,80 MAIN STREET,CRAIGAVON,BT636NS,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,85,50,35,26,30.60%,75,88.2,*,*,#,#
5011684,Annalong Primary School,31 KILKEEL ROAD,NEWRY,BT344TH,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,157,79,78,32,20.40%,130,82.8,6,3.8,21,13.4
5011687,Maralin Village Primary School,2 STEPS ROAD,CRAIGAVON,BT670QZ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,301,149,152,36,12.00%,232,77.1,11,3.7,58,19.3
5012280,Moneymore Primary School,2A NORTHLAND DRIVE,MAGHERAFELT,BT457QT,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,232,124,108,55,23.70%,203,87.5,8,3.4,21,9.1
5012538,Churchill Primary School,4 CHURCH HILL ROAD,CALEDON,BT684UY,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,71,34,37,14,19.70%,64,90.1,0,0,7,9.9
5012611,Lisfearty Primary School,64 FARRITER ROAD,DUNGANNON,BT701SH,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,27,17,10,*,,27,100,0,0,0,0
5012615,Ballytrea Primary School,52 GORTNASKEA ROAD,DUNGANNON,BT715NY,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,76,39,37,21,27.60%,61,80.3,0,0,15,19.7
5012621,Aughnacloy Primary School,1 CARNTEEL ROAD,AUGHNACLOY,BT696DU,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,135,70,65,32,23.70%,134,99.3,0,0,1,0.7
5012632,Donaghmore Primary School,35 MAIN STREET,DUNGANNON,BT703EZ,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,60,39,21,11,18.30%,49,81.7,*,*,#,#
5012635,Augher Central Primary,17 KNOCKMANY ROAD,AUGHER,BT770BE,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,85,45,40,13,15.30%,74,87.1,0,0,11,12.9
5012636,Moy Regional Primary School,12 DUNGANNON ROAD,DUNGANNON,BT717SN,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,75,40,35,8,10.70%,56,74.7,5,6.7,14,18.7
5012643,Stewartstown Primary School,33 HILLHEAD,STEWARTSTOWN,BT715HY,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,49,25,24,17,34.70%,41,83.7,*,*,*,*
5012646,Howard Primary School,2 MAIN ROAD,DUNGANNON,BT717QR,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban,324,159,165,80,24.70%,221,68.2,*,*,#,#
5012649,Coagh Primary School,31 URBAL ROAD,COOKSTOWN,BT800DW,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,87,46,41,19,21.80%,70,80.5,*,*,#,#
5012657,Walker Memorial Primary School,19 ANNAGHMAKEOWN ROAD,DUNGANNON,BT703DQ,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,67,35,32,18,26.90%,57,85.1,0,0,10,14.9
5012696,Carntall Primary School,5 AGHINTAIN ROAD,CLOGHER,BT760UY,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,72,35,37,11,15.30%,65,90.3,0,0,7,9.7
5012719,Newmills Primary School,96 FARLOUGH ROAD,DUNGANNON,BT714DX,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,85,39,46,16,18.80%,72,84.7,0,0,13,15.3
5012720,Dungannon Primary School,CIRCULAR ROAD,DUNGANNON,BT716BE,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban,267,157,110,106,39.70%,62,23.2,161,60.3,44,16.5
5012726,Cookstown Primary School,COOLNAFRANKY DEMESNE,COOKSTOWN,BT808PF,Primary,Controlled,MID ULSTER,MID ULSTER,Urban,472,250,222,164,34.70%,242,51.3,50,10.6,180,38.1
5013019,"Edenderry Primary School, Banbridge",1A LURGAN ROAD,BANBRIDGE,BT324AF,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,406,205,201,100,24.60%,291,71.7,22,5.4,93,22.9
5013702,Woods Primary School,38 OAKLEA ROAD,MAGHERAFELT,BT456HX,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,180,88,92,23,12.80%,150,83.3,5,2.8,25,13.9
5016007,Millington Primary School,CRAIGAVON AVENUE,CRAIGAVON,BT623HQ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,663,305,358,253,38.20%,423,63.8,78,11.8,162,24.4
5016027,Drumhillery Primary School,58 DRUMHILLERY ROAD,ARMAGH,BT603QB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,86,44,42,22,25.60%,#,#,*,*,*,*
5016065,Dickson Primary School,POLLOCK DRIVE,LURGAN,BT668LJ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,222,123,99,96,43.20%,129,58.1,14,6.3,79,35.6
5016078,Poyntzpass Primary School,1 TANDRAGEE ROAD,POYNTZPASS,BT356SL,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,112,55,57,27,24.10%,86,76.8,*,*,#,#
5016079,The Cope Primary School,12 BALLYGASSEY ROAD,ARMAGH,BT618HY,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,110,55,55,20,18.20%,104,94.5,*,*,#,#
5016080,Drumgor Primary School,DRUMGOR ROAD,CRAIGAVON,BT655BP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,332,184,148,129,38.90%,90,27.1,118,35.5,124,37.3
5016088,Fivemiletown Primary School,166 BALLAGH ROAD,FIVEMILETOWN,BT750QP,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,188,101,87,44,23.40%,150,79.8,17,9,21,11.2
5016098,Brackenagh West Primary School,22 CHURCH ROAD,KILKEEL,BT344QB,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,171,88,83,29,17.00%,152,88.9,*,*,#,#
5016117,Ballyoran Primary School,BALLYORAN PARK,PORTADOWN,BT621JY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,270,142,128,153,56.70%,10,3.7,215,79.6,45,16.7
5016138,Bocombra Primary School,1 OLD LURGAN ROAD,PORTADOWN,BT635SG,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,355,182,173,22,6.20%,265,74.6,27,7.6,63,17.7
5016141,Churchtown Primary School,36 MUFF ROAD,COOKSTOWN,BT809XA,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,30,20,10,6,20.00%,27,90,0,0,3,10
5016178,Donacloney Primary School,BAIRD AVENUE,CRAIGAVON,BT667LP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,249,126,123,49,19.70%,209,83.9,*,*,#,#
5016179,Hamiltonsbawn Primary School,113 ANNAREAGH ROAD,ARMAGH,BT619SA,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,108,45,63,23,21.30%,92,85.2,*,*,#,#
5016200,"Queen Elizabeth II Primary School, Pomeroy",3 EDENDOIT ROAD,DUNGANNON,BT702RW,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,36,25,11,8,22.20%,33,91.7,0,0,3,8.3
5016221,Orritor Primary School,249 ORRITOR ROAD,COOKSTOWN,BT809NE,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,199,99,100,43,21.60%,175,87.9,*,*,#,#
5016224,Donaghey Primary School,28 KILLYGARVIN ROAD,DUNGANNON,BT714DA,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,84,47,37,15,17.90%,73,86.9,0,0,11,13.1
5016391,Bush Primary School,31 MULLAGHTEIGE ROAD,DUNGANNON,BT716QU,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,221,91,130,25,11.30%,177,80.1,22,10,22,10
5016436,Markethill Primary School,14 MOWHAN ROAD,ARMAGH,BT601RQ,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,324,146,178,89,27.50%,275,84.9,9,2.8,40,12.3
5016451,Windsor Hill Primary School,CHURCH AVENUE,NEWRY,BT341DY,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,225,111,114,86,38.20%,91,40.4,47,20.9,87,38.7
5016543,Moyallon Primary School,103 MOYALLON ROAD,CRAIGAVON,BT635JY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,202,103,99,8,4.00%,158,78.2,*,*,#,#
5016599,Fair Hill Primary School,4 TULLYNISKEY ROAD,DROMORE,BT252PJ,Primary,Controlled,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,330,168,162,43,13.00%,284,86.1,11,3.3,35,10.6
5016612,Bronte Primary School,39 BALLINASKEAGH ROAD,BANBRIDGE,BT325BL,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,196,91,105,30,15.30%,164,83.7,6,3.1,26,13.3
5016616,Drumadonnell Primary School,133 DROMARA ROAD,BANBRIDGE,BT325EY,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,248,126,122,34,13.70%,221,89.1,*,*,#,#
5016643,Richmond Primary School,1 OLD OMAGH ROAD,DUNGANNON,BT702EZ,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,117,58,59,24,20.50%,97,82.9,*,*,#,#
5016658,Orchard County Primary School,65 BLACKISLAND ROAD,CRAIGAVON,BT621NH,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,185,91,94,39,21.10%,163,88.1,0,0,22,11.9
5016680,Killyman Primary School,15 TREWMOUNT ROAD,DUNGANNON,BT716RL,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural,178,96,82,28,15.70%,159,89.3,0,0,19,10.7
5030958,"St John's Primary School, Eglish",57 EGLISH ROAD,CRAIGAVON,BT621NL,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,52,25,27,16,30.80%,0,0,52,100,0,0
5030972,"St Oliver Plunkett's Primary School, Forkhill",11 SCHOOL ROAD,NEWRY,BT359SN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,143,87,56,47,32.90%,0,0,141,98.6,2,1.4
5030975,"St Malachy's Primary School, Ballymoyer",74 BALLYMOYER ROAD,ARMAGH,BT602LA,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,69,32,37,26,37.70%,*,*,#,#,*,*
5031070,"St Michael's Primary School, N'hamilton",86 DUNDALK STREET,NEWRY,BT350PB,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,71,43,28,32,45.10%,0,0,63,88.7,8,11.3
5031080,Clintyclay Primary School,81 CLONMORE ROAD,DUNGANNON,BT716HX,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,33,10,23,*,,0,0,33,100,0,0
5031086,Clonalig Primary School,120 CONCESSION ROAD,NEWRY,BT359JE,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,181,94,87,53,29.30%,0,0,180,99.4,1,0.6
5031088,Dromintee Primary School,8 BALLYNAMADDA ROAD,NEWRY,BT358TD,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,187,107,80,51,27.30%,*,*,#,#,0,0
5031103,Tannaghmore Primary School,LAKE STREET,CRAIGAVON,BT679DY,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,643,320,323,191,29.70%,0,0,643,100,0,0
5031107,"St Teresa's Primary School, Tullyherron",60 TULLYHERRON ROAD,ARMAGH,BT602UF,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,50,18,32,16,32.00%,0,0,50,100,0,0
5031108,Clea Primary School,85 CLAY ROAD,KEADY,BT603QX,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,97,49,48,41,42.30%,0,0,97,100,0,0
5031110,Christian Brothers' Primary School,"GREENPARK, KEADY ROAD",ARMAGH,BT604AB,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,516,283,233,161,31.20%,0,0,513,99.4,3,0.6
5031126,Mount St Catherine's Primary School,11 WINDMILL HILL,ARMAGH,BT604BR,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,227,108,119,101,44.50%,*,*,174,76.7,#,#
5031130,Cloughoge Primary School,81 CHANCELLORS ROAD,NEWRY,BT358NG,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,449,227,222,112,24.90%,5,1.1,431,96,13,2.9
5031133,"St Malachy's Primary School, Armagh",CHAPEL LANE,ARMAGH,BT617EG,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,206,98,108,83,40.30%,*,*,201,97.6,*,*
5031135,"St Olivers' Primary School, Carrickravaddy",2 ROXBOROUGH ROAD,NEWRY,BT350QJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,53,31,22,16,30.20%,0,0,53,100,0,0
5031138,"St Joseph's Primary School, Madden",50 FARNALOY ROAD,ARMAGH,BT603LR,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,135,63,72,28,20.70%,0,0,135,100,0,0
5031146,Anamar Primary School,67 KILTYBANE ROAD,NEWRY,BT359BH,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,28,19,9,11,39.30%,0,0,28,100,0,0
5031148,"St Patrick's Primary School, Crossmaglen",54 CARRAN ROAD,NEWRY,BT359JL,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,405,205,200,148,36.50%,0,0,405,100,0,0
5031154,Killean Primary School,29 KILLEEN SCHOOL ROAD,NEWRY,BT358RX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,131,67,64,38,29.00%,0,0,131,100,0,0
5031158,"St Patrick's Primary School, Newry",20 BALLINLARE GARDENS,NEWRY,BT356EX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,450,231,219,240,53.30%,0,0,443,98.4,7,1.6
5031160,"St Teresa's Primary School, Lurgan",36 TARRY LANE,LURGAN,BT679LQ,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,194,98,96,70,36.10%,*,*,#,#,*,*
5031163,"St Brigid's Primary School, G'drummond",63 GLASSDRUMMAN ROAD,NEWRY,BT359DY,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,199,100,99,71,35.70%,0,0,197,99,2,1
5031164,"St Mary's Primary School, Maghery",84 MAGHERY ROAD,DUNGANNON,BT716PA,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,64,31,33,14,21.90%,0,0,64,100,0,0
5031166,"St Michael's Primary School, Clady",62 CLADYMORE ROAD,ARMAGH,BT602EP,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,49,29,20,11,22.40%,0,0,49,100,0,0
5031167,"St James' Primary School, Drumatee",164 DERRYRAINE ROAD,ARMAGH,BT601QF,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,15,6,9,*,,0,0,14,93.3,1,6.7
5031168,"St Patrick's Primary School, Aghacommon",14 DERRYMACASH ROAD,CRAIGAVON,BT666LG,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,238,130,108,40,16.80%,0,0,236,99.2,2,0.8
5031169,"St Brigid's Primary School, Drumilly",17 CARROWBANE ROAD,BELLEEK,BT357QL,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,121,63,58,47,38.80%,*,*,#,#,0,0
5031172,"St Mary's Primary School, Granemore",123 GRANEMORE ROAD,ARMAGH,BT602NJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,210,96,114,32,15.20%,0,0,208,99,2,1
5031176,"St Peter's Primary School, Cloughreagh",66 DERRYMORE ROAD,NEWRY,BT357DN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,350,170,180,122,34.90%,0,0,350,100,0,0
5031183,"St Patrick's Primary School, Armagh",LOUGHGALL ROAD,ARMAGH,BT617NN,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,505,269,236,160,31.70%,*,*,486,96.2,#,#
5031184,"St Anthony's Primary School, Craigavon",TULLYGALLY ROAD,CRAIGAVON,BT655BL,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,689,346,343,264,38.30%,0,0,677,98.3,12,1.7
5031188,"St Joseph's Primary School, Meigh",1 SEAFIN ROAD,NEWRY,BT358LA,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,193,96,97,73,37.80%,*,*,188,97.4,*,*
5031318,"Killowen Primary School, Rostrevor",88 KILLOWEN OLD ROAD,NEWRY,BT343AE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,65,26,39,6,9.20%,0,0,62,95.4,3,4.6
5031325,"St Joseph's Primary School, Ballymartin",18 BALLYMARTIN VILLAGE,NEWRY,BT344PA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,91,43,48,26,28.60%,0,0,87,95.6,4,4.4
5031340,"St Joseph's Convent Primary School, Newry",19 EDWARD STREET,NEWRY,BT356AN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban,497,261,236,203,40.80%,5,1,463,93.2,29,5.8
5031516,Moneydarragh Primary School,101 LONGSTONE ROAD,NEWRY,BT344UZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,82,44,38,13,15.90%,*,*,77,93.9,*,*
5031558,Ballyholland Primary School,60 BETTYS HILL ROAD,NEWRY,BT342ND,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,221,119,102,58,26.20%,*,*,#,#,*,*
5031589,Grange Primary School,20 LURGANCONARY ROAD,NEWRY,BT344LL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,106,55,51,31,29.20%,0,0,106,100,0,0
5031609,"Carrick Primary School, Warenpoint",61 BALLYDESLAND ROAD,WARRENPOINT,BT343QA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,400,206,194,53,13.30%,0,0,398,99.5,2,0.5
5031653,"St Matthew's Primary School, Magheramayo",27 DOLLYS BRAE,CASTLEWELLAN,BT319AZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,78,33,45,13,16.70%,0,0,78,100,0,0
5031667,"St Patrick's Primary School, Maralin",12 BALLYMACBREDAN ROAD,CRAIGAVON,BT670QU,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,141,71,70,14,9.90%,0,0,141,100,0,0
5031669,"St John's Primary School, Gilford",42A CASTLE HILL,CRAIGAVON,BT636HH,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,121,68,53,43,35.50%,0,0,119,98.3,2,1.7
5031694,"Holy Cross Primary School, Kilkeel",6 ATTICAL BOG ROAD,NEWRY,BT344HT,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,110,57,53,28,25.50%,*,*,#,#,0,0
5031695,"St Mary's Primary School, Barr",3 SCHOOL ROAD,NEWRY,BT341SX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,152,75,77,17,11.20%,0,0,150,98.7,2,1.3
5031697,"St Patrick's Primary School, Mayobridge",9 CHAPEL HILL,NEWRY,BT342EX,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,397,194,203,77,19.40%,5,1.3,380,95.7,12,3
