"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"3046685","Gaelscoil Eanna","C/O St Enda's GAA","108 Hightown Road","Glengormley","NEWTOWNABBEY","ANTRIM","BT36 7AU","028 9083 0088","info@gaelscoileanna.glengormley.ni.sch.uk","Primary school","Other Maintained","54.66259","-5.97056","331004","381278","174","29","2015","0","25","27","31","34","20","15","6","","","","","","","","","8.6","18.37"
"5046699","Gaelscoil Eoghain","32A Chapel Street","","","COOKSTOWN","TYRONE","BT80 8QD","028 86764121","info@gaelscoileoghain.cookstown.ni.sch.uk","Primary school","Other Maintained","54.64152","-6.74296","281208","377766","87","15","2015","0","11","21","12","10","0","0","0","","","","","","","","","5","13.4"
"3046684","Gaelscoil Ghleann Darach","15 Glenavy Road","Crumlin","","CRUMLIN","ANTRIM","BT29 4LA","028 9442 3977","info@gsghleanndarach.crumlin.ni.sch.uk","Primary school","Other Maintained","54.61612","-6.22492","314723","375661","105","15","2015","0","13","9","14","13","10","7","11","","","","","","","","","5","15.4"
"2046689","Gaelscoil Leim an Mhadaidh","57 Church Street","","","LIMAVADY","LONDONDERRY","BT49 0BX","02877 72 2210","info@gaelscoil.limavady.ni.sch.uk","Primary school","Other Maintained","55.05116","-6.94322","267591","423153","75","20","2015","0","15","17","8","11","11","6","0","","","","","","","","","4.2","16.19"
"1046571","Gaelscoil Na Bhfal","34A IVEAGH CRESCENT","","","BELFAST","ANTRIM","BT12 6AW","028 9023 6877","info@gaelscoilnabhfal.belfast.ni.sch.uk","Primary school","Other Maintained","54.58999","-5.96154","331820","373215","290","28","2015","0","25","26","25","23","21","19","23","","","","","","","","","11","17.36"
"2046687","Gaelscoil na Daroige","Corr??n U?? Nuall??in","Baile Mhic Rabhartaigh","Doire","LONDONDERRY","LONDONDERRY","BT48 0ND","02871 371414","info@gaelscoilnadaroige.derry.ni.sch.uk","Primary school","Other Maintained","55.02146","-7.34477","241958","419533","81","15","2015","0","7","11","10","9","9","10","11","","","","","","","","","4.5","14.88"
"2046677","Gaelscoil na gCrann","DUN ULADH CULTURAL HERITAGE CENTRE","BALLYNAMULLAN","","OMAGH","TYRONE","BT79 0GZ","028 82 252772","info@gaelscoilnagcrann.anomaigh.ni.sch.uk","Primary school","Other Maintained","54.6004","-7.25446","248233","372718","138","21","2015","0","26","18","22","16","16","8","14","","","","","","","","","7.8","18.72"
"5046692","Gaelscoil na mBeann","139a Newcastle Road","","","KILKEEL","DOWN","BT34 4NL","0284 125 8418","info@gaelscoilnambeann.kilkeel.ni.sch.uk","Primary school","Other Maintained","54.07313","-5.98079","332224","315656","58","15","2015","0","8","11","11","9","4","3","0","","","","","","","","","3","15.33"
"1046671","Gaelscoil na Mona","1 MONAGH LINK","","","BELFAST","ANTRIM","BT11 8QB","028 90 611588","info@gaelscoilnamona.belfast.ni.sch.uk","Primary school","Other Maintained","54.58617","-5.99312","329791","372731","125","21","2015","0","18","16","19","13","12","7","17","","","","","","","","","7","14.57"
"3046678","Gaelscoil na Sp??ir??n??","82 Sixtowns Road","Straw","Ballinascreen","MAGHERAFELT","LONDONDERRY","BT45 7BB","028 7962 8445","info@gsnaspeirini.magherafelt.ni.sch.uk","Primary school","Other Maintained","54.82181","-6.84075","274563","397726","58","15","2015","0","9","8","4","8","5","3","12","","","","","","","","","3.2","15.31"
"2016700","Gaelscoil Neachtain","8 Chapel Road","DUNGIVEN","","LONDONDERRY","LONDONDERRY","BT47 4RF","7774 2529","info@gaelscoil.dungiven.ni.sch.uk","Primary school","Controlled","54.92248","-6.91373","269698","408857","107","15","2015","0","14","14","23","14","7","8","6","","","","","","","","","5","17.2"
"2046638","Gaelscoil U?? Dhochartaigh","115A BALLYCOLMAN ESTATE","","","STRABANE","TYRONE","BT82 9AQ","028 7188 5388","info@gaelscoiluidhochartaigh.ansrathban.ni.sch.uk","Primary school","Other Maintained","54.81981","-7.45892","234830","397021","150","27","2015","0","25","20","25","17","22","15","9","","","","","","","","","10","15.9"
"5046637","Gaelscoil U?? Neill","104 WASHINGBAY ROAD","","","COALISLAND","TYRONE","BT71 4PU","028 87749178","info@gaelscoil.coalisland.ni.sch.uk","Primary school","Other Maintained","54.53529","-6.67621","285740","366021","174","29","2015","0","22","26","20","26","20","21","26","","","","","","","","","9","21.22"
"2116336","Galliagh Nursery School","1 HEATHER ROAD","GALLIAGH","","LONDONDERRY","LONDONDERRY","BT48 8NX","028 7135 3612","info@galliaghns.derry.ni.sch.uk","Nursery school","Controlled","55.03209","-7.32465","243233","420728","","","2015","","","","","","","","","","","","","","","","","2.5","22"
"3010594","Garryduff Primary School","133 GARRYDUFF ROAD","","","BALLYMONEY","ANTRIM","BT53 7DR","028 2766 3489","info@garryduffps.ballymoney.ni.sch.uk","Primary school","Controlled","55.0343","-6.45373","298915","421859","70","10","2015","0","10","11","10","11","11","12","7","","","","","","","","","4.17","17.26"
"3BB0266","Garvagh Pre-School Playgroup","Garvagh Primary School","1 Coleraine Road","Garvagh","COLERAINE","LONDONDERRY","BT51 5HP","7745228053","","VP Pre-schools","Other","54.98559","-6.68427","284278","416135","","","2015","","","","","","","","","","","","","","","","","",""
"3016119","Garvagh Primary School","1 COLERAINE ROAD","GARVAGH","","COLERAINE","LONDONDERRY","BT51 5HP","028 2955 8540","info@garvaghps.garvagh.ni.sch.uk","Primary school","Controlled","54.98559","-6.68427","284278","416135","236","30","2015","3","9","4","13","13","12","15","17","","","","","","","","","4.6","18.7"
"2016089","Gibson Primary School","64 OLD MOUNTFIELD ROAD","","","OMAGH","TYRONE","BT79 7EG","028 8224 4552","info@gibson.omagh.ni.sch.uk","Primary school","Controlled","54.60565","-7.29229","245782","373277","436","60","2015","0","45","46","35","43","45","39","47","","","","","","","","","16","18.75"
"5CA0549","Giggles Day Care Centre","103 Camlough Road","","","NEWRY","DOWN","BT35 7EE","30830012","gigglesearlyyears@gmail.com","VP Pre-schools","Other","54.18521","-6.39001","305155","327443","","","2015","","","","","","","","","","","","","","","","","",""
"5011596","Gilford Primary School","CASTLE HILL","GILFORD","","CRAIGAVON","ARMAGH","BT63 6HH","028 3883 1372","info@craigavonps.gilford.ni.sch.uk","Primary school","Controlled","54.37556","-6.35987","306630","348674","173","25","2015","0","7","10","9","13","10","6","14","","","","","","","","","5.5","17.45"
"2012648","Gillygooley Primary School","71 GILLYGOOLEY ROAD","","","OMAGH","TYRONE","BT78 5PX","028 8224 2932","info@gillygooleyps.omagh.ni.sch.uk","Primary school","Controlled","54.61183","-7.37551","240398","373914","98","14","2015","1","3","5","0","2","5","8","4","","","","","","","","","2.2","12.73"
"4011606","Gilnahirk Primary School","148 GILNAHIRK ROAD","","","BELFAST","ANTRIM","BT5 7QQ","028 9040 1697","info@ghirkps.belfast.ni.sch.uk","Primary school","Controlled","54.58391","-5.8401","339690","372772","445","60","2015","0","61","61","62","63","59","60","61","","","","","","","","","15.88","26.89"
"4016681","Glasswater Primary School","6 John Street","Crossgar","","DOWNPATRICK","DOWN","BT30 9EG","028 44830512","info@glasswaterps.crossgar.ni.sch.uk","Primary school","Controlled","54.39676","-5.75754","345691","352112","97","14","2015","0","16","18","13","21","10","7","14","","","","","","","","","5.77","17.15"
"4210046","Glastry College","14 VICTORIA ROAD","","","NEWTOWNARDS","DOWN","BT22 1DQ","028 4277 1226","info@glastry.newtownards.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.48793","-5.47683","363555","362874","600","110","2015","","","","","","","","","108","113","104","98","109","48","50","0","39.4","15.99"
"3030708","Glenann Primary School","8 GLENANN ROAD","CUSHENDALL","","BALLYMENA","ANTRIM","BT44 0TG","028 2177 1825","info@glenannps.cushendall.ni.sch.uk","Primary school","Roman Catholic Maintained","55.09204","-6.09012","321986","428861","61","9","2015","0","6","8","13","9","13","7","4","","","","","","","","","3.8","15.79"
"3AB0133","Glenarm Community Pre-School","Glenarm Orange Hall","Mark Street","Glenarm","BALLYMENA","ANTRIM","BT44 0AU","7762153008","","VP Pre-schools","Other","54.96702","-5.9519","331217","415196","","","2015","","","","","","","","","","","","","","","","","",""
"1110007","Glenbank Nursery School","LIGONIEL ROAD","","","BELFAST","ANTRIM","BT14 8BW","028 9039 1724","info@glenbankns.belfast.ni.sch.uk","Nursery school","Controlled","54.62606","-5.97987","330520","377195","","","2015","","","","","","","","","","","","","","","","","1","26"
"4116307","Glenbrook Nursery School","33 GLENARD ROAD","","","NEWTOWNARDS","DOWN","BT23 4HS","028 9181 9629","info@glenbrookns.newtownards.ni.sch.uk","Nursery school","Controlled","54.59844","-5.69821","348809","374681","","","2015","","","","","","","","","","","","","","","","","2","26"
"4BB0175","Glencraig Integrated Playgroup","Glencraig Integrated PS","34 Seahill Road","","HOLYWOOD","DOWN","BT18 0DJ","90 422371","","VP Pre-schools","Other","54.66197","-5.76818","344063","381605","","","2015","","","","","","","","","","","","","","","","","",""
"4053020","Glencraig Integrated Primary School","34 SEAHILL ROAD","","","HOLYWOOD","DOWN","BT18 0DJ","028 9042 4510","info@glencraigps.holywood.ni.sch.uk","Primary school","Controlled Integrated","54.66197","-5.76818","344063","381605","252","30","2015","0","31","30","31","31","31","30","29","","","","","","","","","9","23.67"
"2032212","Glendermott Primary School","50 ARDMORE ROAD","BALLYSHASKY","","LONDONDERRY","LONDONDERRY","BT47 3QZ","028 7134 9489","info@glendermottps.derry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.96621","-7.26746","246967","413431","197","28","2015","0","22","12","22","18","10","18","12","","","","","","","","","6.4","21.88"
"1116074","Glendhu Nursery School","GLENDHU MANOR","GARNERVILLE ROAD","","BELFAST","ANTRIM","BT4 2RJ","028 9076 8462","info@glendhuns.belfast.ni.sch.uk","Nursery school","Controlled","54.61536","-5.85986","338306","376234","","","2015","","","","","","","","","","","","","","","","","1","26"
"3210202","Glengormley High School","134 BALLYCLARE ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 5HP","028 9083 7223","info@glengormleyhigh.newtownabbey.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.6785","-5.96272","331458","383063","1250","210","2015","","","","","","","","","133","145","157","114","124","63","54","0","56.4","14.01"
"3050791","Glengormley Integrated Primary School","166 CHURCH ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 6HJ","028 9083 2786","info@glengormleyps.newtownabbey.ni.sch.uk","Primary school","Controlled Integrated","54.67067","-5.95589","331924","382205","446","60","2015","0","49","57","50","48","42","44","47","","","","","","","","","13.97","24.12"
"3BB0094","Glengormley IPS Playgroup","Glengormley Primary School","166 Church Road","Glengormley","NEWTOWNABBEY","ANTRIM","BT36 6HJ","9084 3172","","VP Pre-schools","Other","54.67067","-5.95589","331924","382205","","","2015","","","","","","","","","","","","","","","","","",""
"4410097","Glenlola Collegiate","2 VALENTINE ROAD","CASTLE PARK ROAD","CASTLE PARK","BANGOR","DOWN","BT20 4TH","028 9147 5340","info@glenlolacollegiate.bangor.ni.sch.uk","Secondary (grammar) school","Controlled","54.65387","-5.66207","350939","380927","1100","157","2015","","","","","","","","","157","155","159","159","160","126","128","0","63.98","16.32"
"5AB0212","Glenn & Barr Playgroup","24 School Road","Jerrettspass","","NEWRY","DOWN","BT34 1SX","3082 1677","glennbarrplaygroup@hotmail.com","VP Pre-schools","Other","54.23249","-6.33532","308601","332788","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0241","Gleno Pre-School","Young Farmers Hall","15 Gleno Village","Gleno","LARNE","ANTRIM","BT40 3LG","2826 8495 / 07580463488","","VP Pre-schools","Other","54.79788","-5.83316","339403","396600","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0362","Glenravel Community Playgroup","143a Glenravel Road","Cairgan","","BALLYMENA","ANTRIM","BT43 6RA","2821759804","","VP Pre-schools","Other","54.98464","-6.18775","316063","416740","","","2015","","","","","","","","","","","","","","","","","",""
"1316569","Glenveagh Special School","HARBERTON PARK","","","BELFAST","ANTRIM","BT9 6TX","028 9066 9907","info@glenveagh.belfast.ni.sch.uk","Special school","Controlled","54.55939","-5.96326","331808","369806","","","2015","","","","","","","","","","","","","","","","","30.6","6.37"
"3AB0084","Glenview Pre-School Centre","National Hall","45a Glen Road","","MAGHERA","LONDONDERRY","BT46 5AP","7964 5456","","VP Pre-schools","Other","54.8458","-6.67785","284983","400582","","","2015","","","","","","","","","","","","","","","","","",""
"1016485","Glenwood Primary School","4-22 UPPER RIGA STREET","","","BELFAST","ANTRIM","BT13 3GW","028 9032 8341","info@glenwood.belfast.ni.sch.uk","Primary school","Controlled","54.6054","-5.95585","332138","374940","630","90","2015","0","73","69","77","65","84","84","78","","","","","","","","","27.79","19.07"
"3010808","Glynn Primary School","26 MAIN ROAD","GLYNN","","LARNE","ANTRIM","BT40 3HF","028 2827 6133","info@glynnps.larne.ni.sch.uk","Primary school","Controlled","54.82795","-5.81264","340618","399988","103","15","2015","0","12","12","12","10","14","10","16","","","","","","","","","5.6","15.36"
"4136286","Good Shepherd Nursery School","11 GOOD SHEPHERD ROAD","POLEGLASS DUNMURRY","","BELFAST","ANTRIM","BT17 0PL","028 9030 1684","info@goodshepherdns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.56775","-6.02607","327719","370620","","","2015","","","","","","","","","","","","","","","","","1.8","28.89"
"2036288","Good Shepherd Primary School and Nursery School","42 DUNGIVEN ROAD","WATERSIDE","","LONDONDERRY","LONDONDERRY","BT47 6BW","028 7134 8446","info@goodshepherd.derry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.99312","-7.30714","244396","416401","408","58","2015","0","56","57","64","44","51","50","49","","","","","","","","","18.56","22.8"
"3016055","Gorran Primary School","2 GORRAN ROAD","BLACKHILL","","COLERAINE","LONDONDERRY","BT51 4HA","028 7086 8571","info@gorranps.coleraine.ni.sch.uk","Primary school","Controlled","55.02671","-6.68226","284320","420715","120","21","2015","0","13","9","14","10","19","9","13","","","","","","","","","4.4","19.77"
"2016395","Gortin Primary School","9 CULVACULLION ROAD","GORTIN","","OMAGH","TYRONE","BT79 8QB","028 8164 8268","info@gortinps.omagh.ni.sch.uk","Primary school","Controlled","54.71919","-7.23504","249344","385955","106","15","2015","0","11","7","6","7","3","9","9","","","","","","","","","3","17.33"
"3AB0111","Gracehill and Galgorm Playgroup","Community Centre","3 Raphael Way","Galgorm","BALLYMENA","ANTRIM","BT42 1GQ","2564 0526","","VP Pre-schools","Other","54.85838","-6.32304","307740","402470","","","2015","","","","","","","","","","","","","","","","","",""
"3010794","Gracehill Primary School","19 CHURCH ROAD","","","BALLYMENA","ANTRIM","BT42 2NL","028 2564 3482","info@gracehillps.ballymena.ni.sch.uk","Primary school","Controlled","54.85357","-6.32949","307339","401925","406","58","2015","0","59","59","60","62","56","59","59","","","","","","","","","17","25.08"
"3AB0115","Gran Tots Playgroup","15d Main Street","Swatragh","","MAGHERA","LONDONDERRY","BT46 5QB","7940 1759","","VP Pre-schools","Other","54.90989","-6.66669","285564","407730","","","2015","","","","","","","","","","","","","","","","","",""
"4013045","Grange Park Primary School","GRANGE PARK","","","BANGOR","DOWN","BT20 3QG","028 9127 1181","info@grangeparkps.bangor.ni.sch.uk","Primary school","Controlled","54.65765","-5.6873","349297","381293","402","57","2015","0","60","60","61","58","61","51","58","","","","","","","","","15.38","26.59"
"5031589","Grange Primary School","20 LURGANCONARY ROAD","KILKEEL","","NEWRY","DOWN","BT34 4LL","028 4176 2033","info@grange.kilkeel.ni.sch.uk","Primary school","Roman Catholic Maintained","54.0398","-6.05646","327373","311808","145","21","2015","0","17","16","12","16","15","14","15","","","","","","","","","5.2","20.19"
"2AB0315","Green Elves Playgroup","Old School House","279 Crockanboy Road","Greencastle","OMAGH","TYRONE","BT79 7QP","8164 7104","","VP Pre-schools","Other","54.68992","-7.08058","259340","382816","","","2015","","","","","","","","","","","","","","","","","",""
"3CA0588","Greendale Day Nursery","633 Antrim Road","Glengormley","","NEWTOWNABBEY","ANTRIM","BT36 4RF","2890838389","","VP Pre-schools","Other","54.68641","-5.99696","329225","383880","","","2015","","","","","","","","","","","","","","","","","",""
"3BB0086","Greengables Playgroup","Central Primary School","Thomas Street","","CARRICKFERGUS","ANTRIM","BT38 8AL","9336 0928","","VP Pre-schools","Other","54.7167","-5.81217","341035","387607","","","2015","","","","","","","","","","","","","","","","","",""
