School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6664023,Gwernyfed High School,666.0,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Three Cocks,Brecon,Powys,,LD3 0SG,01497847445,502.0,10.7,14.9,89.7,6275.0,405.7,45.2,39.7,42.7,45.2,http://www.estyn.gov.wales/provider/6664023
6664024,Crickhowell High School,666.0,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,New Road,Crickhowell,Powys,,NP8 1AW,01873813500,931.0,6.1,17.9,90.6,5083.0,405.3,45.2,43.8,44.1,44.8,http://www.estyn.gov.wales/provider/6664024
6664025,Ysgol Calon Cymru,666.0,Powys,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,College Road,,Builth Wells,Powys,LD2 3BW,01982553292,976.0,16.3,14.6,86.2,6264.0,356.2,40.5,34.5,36.7,28.6,http://www.estyn.gov.wales/provider/6664025
6665500,Ysgol Bro Hyddgen,666.0,Powys,Middle,Community,AB,Bilingual (Type A),Middle (ages 4-19),---,Machynlleth,Powys,,,SY20 8DR,01654704200,424.0,13.6,14.0,91.0,89.7,7179.0,352.2,38.2,34.9,38.9,http://www.estyn.gov.wales/provider/6665500
6665501,Ysgol Llanfyllin,666.0,Powys,Middle,Community,EW,English with significant Welsh,Middle (ages 4-19),Not available,Llanfyllin High School,,Llanfyllin School,Llanfyllin,SY22 5BJ,01691648391,791.0,12.9,17.5,93.7,90.3,5890.0,407.5,41.2,42.6,41.3,http://www.estyn.gov.wales/provider/6665501
6665502,Ysgol Bro Caereinion,666.0,Powys,Middle,Community,BB,Bilingual (Type B),Middle (ages 4-19),Not available,Llanfair Caereinion,Welshpool,Powys,,SY21 0HW,01938810888,547.0,92.7,90.7,6339.0,408.1,44.2,40.7,44.1,45.6,,http://www.estyn.gov.wales/provider/6665502
6667001,BRYNLLYWARCH HALL SCHOOL,666.0,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Kerry,Nr Newtown,Powys,,SY16 4PB,01686670276,71.0,28952.0,,,,,,,,,http://www.estyn.gov.wales/provider/6667001
6667002,YSGOL CEDEWAIN,666.0,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Maesyrhandir,Newtown,Powys,,SY16 1LH,01686627454,106.0,22376.0,,,,,,,,,http://www.estyn.gov.wales/provider/6667002
6667004,YSGOL PENMAES,666.0,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Canal Road,Brecon,Powys,,LD3 7HL,01874623508,111.0,24673.0,,,,,,,,,http://www.estyn.gov.wales/provider/6667004
6672281,YSGOL GYMUNEDOL GYNRADD ABERAERON,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Maes yr Heli,Aberaeron,Ceredigion,,SA46 0BQ,01545570313,231.0,9.9,24.2,92.6,4294.0,,,,,,http://www.estyn.gov.wales/provider/6672281
6672291,YSGOL GYMUNEDOL LLANARTH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannarth,Ceredigion,,,SA47 0PA,01545580343,66.0,23.0,19.4,92.8,4877.0,,,,,,http://www.estyn.gov.wales/provider/6672291
6672293,YSGOL GYMUNEDOL LLANNON,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannon,Aberystwyth,Ceredigion,,SY23 5HX,01974202478,42.0,16.7,21.0,95.6,5431.0,,,,,,http://www.estyn.gov.wales/provider/6672293
6672295,YSGOL GYMUNEDOL CEI NEWYDD,667.0,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Maes Yr Ysgol,Cei Newydd,Ceredigion,,SA45 9TE,01545560363,79.0,13.6,23.2,91.9,4574.0,,,,,,http://www.estyn.gov.wales/provider/6672295
6672298,YSGOL GYMUNEDOL TALGARREG,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talgarreg,Llandysul,Ceredigion,,SA44 4ER,01545590683,36.0,4.1,17.9,94.2,5097.0,,,,,,http://www.estyn.gov.wales/provider/6672298
6672299,YSGOL GYMRAEG ABERYSTWYTH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970617613,375.0,4.5,20.3,94.5,3853.0,,,,,,http://www.estyn.gov.wales/provider/6672299
6672303,YSGOL GYMUNEDOL COMINS COCH,667.0,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Comins Coch,Aberystwyth,Ceredigion,,SY23 3BQ,01970623497,139.0,12.6,27.8,93.8,4056.0,,,,,,http://www.estyn.gov.wales/provider/6672303
6672308,YSGOL GYMUNEDOL LLANFARIAN,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfarian,Aberystwyth,Ceredigion,,SY23 4DN,01970612664,36.0,9.6,18.0,93.8,5213.0,,,,,,http://www.estyn.gov.wales/provider/6672308
6672309,YSGOL GYMUNEDOL LLANFIHANGEL-Y-CREUDDYN,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfihangel-Y-Creuddyn,Aberystwyth,Ceredigion,,SY23 4LA,01974261347,19.0,3.6,9.5,96.0,8299.0,,,,,,http://www.estyn.gov.wales/provider/6672309
6672310,YSGOL GYMUNEDOL LLANGWYRYFON,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llangwyryfon,Aberystwyth,Ceredigion,,SY23 4HA,01974241319,30.0,0.0,14.9,96.1,5880.0,,,,,,http://www.estyn.gov.wales/provider/6672310
6672311,YSGOL LLANILAR,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanilar,Aberystwyth,Ceredigion,,SY23 4PA,01974241334,110.0,5.6,18.3,94.8,3942.0,,,,,,http://www.estyn.gov.wales/provider/6672311
6672312,YSGOL GYMUNEDOL MYNACH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontarfynach,Aberystwyth,Ceredigion,,SY23 4QZ,01970890234,42.0,17.7,19.0,96.5,5330.0,,,,,,http://www.estyn.gov.wales/provider/6672312
6672313,YSGOL PENLLWYN,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Capel Bangor,Aberystwyth,Ceredigion,,SY23 3LP,01970880277,41.0,8.1,15.2,92.4,4918.0,,,,,,http://www.estyn.gov.wales/provider/6672313
6672314,YSGOL GYMUNEDOL LLWYN YR EOS,667.0,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Penparcau,Aberystwyth,Ceredigion,,SY23 1SH,01970617011,256.0,43.5,15.3,87.7,7792.0,,,,,,http://www.estyn.gov.wales/provider/6672314
6672315,YSGOL GYMUNEDOL SYR JOHN RHYS,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ponterwyd,Aberystwyth,Ceredigion,,SY23 3JX,01970890622,22.0,46.6,10.9,92.5,8146.0,,,,,,http://www.estyn.gov.wales/provider/6672315
6672316,YSGOL GYMUNEDOL RHYDYPENNAU,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bow Street,Ceredigion,,,SY24 5AD,01970828608,200.0,12.4,22.0,93.6,4006.0,,,,,,http://www.estyn.gov.wales/provider/6672316
6672317,YSGOL GYMUNEDOL TALYBONT,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talybont,Ceredigion,,,SY24 5HE,01970832276,64.0,6.3,17.6,94.2,4843.0,,,,,,http://www.estyn.gov.wales/provider/6672317
6672319,YSGOL GYMUNEDOL ABERPORTH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Aberporth,Aberteifi,Ceredigion,,SA43 2DA,01239810081,185.0,17.4,23.1,91.4,6040.0,,,,,,http://www.estyn.gov.wales/provider/6672319
6672323,YSGOL GYMUNEDOL LLECHRYD,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llechryd,Aberteifi,Ceredigion,,SA43 2NL,01239682474,61.0,36.0,17.0,94.2,5237.0,,,,,,http://www.estyn.gov.wales/provider/6672323
6672324,YSGOL GYMUNEDOL PENPARC,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penparc,Aberteifi,Ceredigion,,SA43 1SQ,01239810586,103.0,9.6,17.2,94.6,4376.0,,,,,,http://www.estyn.gov.wales/provider/6672324
6672353,YSGOL GYMUNEDOL PONTRHYDFENDIGAID,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontrhydfendigaid,Ystrad Meurig,Ceredigion,,SY25 6BL,01974831641,58.0,15.2,16.0,93.3,4993.0,,,,,,http://www.estyn.gov.wales/provider/6672353
6672361,YSGOL GYMUNEDOL PLASCRUG,667.0,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970612286,466.0,13.7,26.1,92.8,4326.0,,,,,,http://www.estyn.gov.wales/provider/6672361
6672362,YSGOL CRAIG YR WYLFA,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Francis Road,Borth,Ceredigion,,SY24 5NJ,01970871280,29.0,27.1,12.0,93.1,7219.0,,,,,,http://www.estyn.gov.wales/provider/6672362
6672363,YSGOL PENRHYNCOCH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penrhyncoch,Aberystwyth,Ceredigion,,SY23 3EH,01970828566,105.0,14.9,20.9,93.5,4510.0,,,,,,http://www.estyn.gov.wales/provider/6672363
6672366,YSGOL GYMUNEDOL Y DDERI,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangybi,Llanbedr Pont Steffan,Ceredigion,,SA48 8LY,01570493424,101.0,13.5,23.6,93.2,5075.0,,,,,,http://www.estyn.gov.wales/provider/6672366
6672367,YSGOL GYMUNEDOL CENARTH,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Cenarth,Castell Newydd Emlyn,Sir Gâr,,SA38 9JP,01239710060,94.0,29.7,16.1,88.9,4603.0,,,,,,http://www.estyn.gov.wales/provider/6672367
6672368,YSGOL GYNRADD ABERTEIFI,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Stryd Napier,Aberteifi,Ceredigion,,SA43 1EH,01239612491,399.0,28.9,19.9,92.0,4780.0,,,,,,http://www.estyn.gov.wales/provider/6672368
6672369,YSGOL BRO SION CWILT,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Synod Inn ,Llandysul,,,SA44 6JZ,01545580107,115.0,14.8,21.7,93.2,4866.0,,,,,,http://www.estyn.gov.wales/provider/6672369
6672371,YSGOL GYNRADD T LLEW JONES,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynhoffnant,Ceredigion,,,SA44 6EA,01239654553,163.0,11.6,19.6,92.5,4963.0,,,,,,http://www.estyn.gov.wales/provider/6672371
6672372,YSGOL RHOS HELYG,667.0,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Campws Rhos y Wlad,Bronant,Aberystwyth,,SY23 4TQ,01974251238,53.0,26.3,10.6,93.8,7445.0,,,,,,http://www.estyn.gov.wales/provider/6672372
6672374,Ysgol Dyffryn Aeron,667.0,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Ysgol Dyffryn Aeron,A482 Felinfach,Felinfach,Ceredigion,SA48 8AE,,,,,,,,,,,,http://www.estyn.gov.uk/english/
6673058,YSGOL WIRFODDOL MYFENYDD,667.0,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,Infants & Juniors,Church in Wales,Llanrhystud,Aberystwyth,Ceredigion,,SY23 5DW,01974202230,84.0,12.6,24.1,90.9,4405.0,,,,,,http://www.estyn.gov.wales/provider/6673058
6673061,YSGOL GYNRADD DYFFRYN CLEDLYN,667.0,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Drefach,Llanbydder,Ceredigion,,SA40 9SX,01570940942,119.0,95.4,4857.0,,,,,,,,http://www.estyn.gov.wales/provider/6673061
6673318,ST PADARN'S ROMAN CATHOLIC PRIMARY SCHOOL,667.0,Ceredigion,Primary,Voluntary aided,EW,English with significant Welsh,Infants & Juniors,Roman Catholic,Llanbadarn Road,Aberystwyth,Ceredigion,,SY23 1EZ,01970630632,144.0,14.7,28.8,91.0,4458.0,,,,,,http://www.estyn.gov.wales/provider/6673318
6674042,GYFUN ABERAERON COMPREHENSIVE,667.0,Ceredigion,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,Stryd Y Fro,Aberaeron,Ceredigion,,SA46 0DT,01545570217,590.0,18.3,16.2,88.1,7530.0,349.6,41.9,37.1,38.0,36.2,http://www.estyn.gov.wales/provider/6674042
6674044,Ysgol Uwchradd Aberteifi,667.0,Ceredigion,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,Park Place,Aberteifi,Ceredigion,,SA43 1AD,01239612670,605.0,24.2,17.4,86.7,6547.0,339.6,37.9,38.9,38.1,28.0,http://www.estyn.gov.wales/provider/6674044
6674047,Penglais School,667.0,Ceredigion,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Waunfawr,Aberystwyth,Ceredigion,,SY23 3AW,01970624811,1083.0,19.4,14.5,87.7,6222.0,361.5,41.1,40.3,39.3,36.9,http://www.estyn.gov.wales/provider/6674047
6674048,YSGOL GYFUN PENWEDDIG,667.0,Ceredigion,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Llanbadarn,Llangawsai,Aberystwyth,,SY23 3QN,01970639499,598.0,6.1,15.7,92.6,5861.0,377.3,43.0,37.3,39.4,38.8,http://www.estyn.gov.wales/provider/6674048
6675500,Ysgol Bro Pedr,667.0,Ceredigion,Middle,Community,BB,Bilingual (Type B),Middle (ages 3-19),---,Llanbedr Pont Steffan,Ceredigion,,,SA48 7BX,01570422214,1012.0,21.7,17.2,92.3,89.8,6172.0,388.2,41.3,38.3,40.1,http://www.estyn.gov.wales/provider/6675500
6675501,Ysgol Henry Richard,667.0,Ceredigion,Middle,Community,BB,Bilingual (Type B),Middle (ages 3-16),---,Tregaron,Ceredigion,,,SY25 6HG,01974298231,381.0,17.4,13.6,91.6,90.8,6462.0,379.3,43.1,38.8,40.0,http://www.estyn.gov.wales/provider/6675501
6675502,Ysgol Bro Teifi,667.0,Ceredigion,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-19),---,,LLANDYSUL,,,SA44 4JL,01559362503,877.0,15.1,15.1,93.1,87.4,5575.0,380.6,44.4,39.6,40.8,http://www.estyn.gov.wales/provider/6675502
6682203,Sageston Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sageston,Tenby,Pembrokeshire,,SA70 8SH,01646651471,110.0,10.0,22.6,93.3,4594.0,,,,,,http://www.estyn.gov.wales/provider/6682203
6682209,Ysgol Gynradd Gymunedol Eglwyswrw,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Eglwyswrw,Crymych,Pembrokeshire,,SA41 3SN,01239891267,89.0,1.3,24.6,94.9,4544.0,,,,,,http://www.estyn.gov.wales/provider/6682209
6682212,Ysgol Gymunedol Wdig / Goodwick Community School,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Hill Street,Wdig,Sir Benfro,,SA64 0ET,01348872503,111.0,19.6,21.2,92.1,5153.0,,,,,,http://www.estyn.gov.wales/provider/6682212
6682214,Fenton Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Portfield,Haverfordwest,Pembrokeshire,,SA61 1BZ,01437765378,390.0,31.2,23.7,88.1,5403.0,,,,,,http://www.estyn.gov.wales/provider/6682214
6682220,Johnston Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cranham Park,Johnston,Haverfordwest,Pembrokeshire,SA62 3PU,01437890280,250.0,16.7,22.6,91.7,5651.0,,,,,,http://www.estyn.gov.wales/provider/6682220
6682222,Lamphey CP School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lamphey,Pembroke,Pembrokeshire,,SA71 5NW,01646672249,199.0,6.6,25.9,92.9,4225.0,,,,,,http://www.estyn.gov.wales/provider/6682222
6682223,Ysgol Gymunedol Brynconin,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llandysilio,Clunderwen,Sir Benfro,,SA66 7SY,01437563555,71.0,21.3,19.0,96.2,5164.0,,,,,,http://www.estyn.gov.wales/provider/6682223
6682228,Hook CP School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown Road,Hook,Haverfordwest,Pembrokeshire,SA62 4ND,01437890343,71.0,9.0,19.2,93.4,5097.0,,,,,,http://www.estyn.gov.wales/provider/6682228
6682231,Ysgol Llanychllwydog,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pontfaen,Fishguard,Pembrokeshire,,SA65 9SE,01348881307,28.0,0.0,12.0,92.6,6097.0,,,,,,http://www.estyn.gov.wales/provider/6682231
6682233,Ysgol Gymunedol Maenclochog,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Maenclochog,Clunderwen,Sir Benfro,,SA66 7LB,01437532452,100.0,7.9,24.0,93.6,4527.0,,,,,,http://www.estyn.gov.wales/provider/6682233
6682242,Narberth Community Primary School,668.0,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---, JESSE ROAD,,,NARBERTH,SA67 7FE,01834860776,275.0,7.5,20.7,94.3,4394.0,,,,,,http://www.estyn.gov.wales/provider/6682242
6682243,Ysgol Bro Ingli,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Long Street,Newport,Pembrokeshire,,SA42 0TL,01239820682,109.0,23.3,22.4,92.9,4763.0,,,,,,http://www.estyn.gov.wales/provider/6682243
6682250,Puncheston Community Primary School,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Puncheston,Haverfordwest,Pembrokeshire,,SA62 5RL,01348881321,80.0,10.8,16.0,94.3,5065.0,,,,,,http://www.estyn.gov.wales/provider/6682250
6682253,Ysgol Llandudoch,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,St Dogmaels,Cardigan,Pembrokeshire,,SA43 3ET,01239613596,78.0,9.2,22.6,95.0,5036.0,,,,,,http://www.estyn.gov.wales/provider/6682253
6682254,Wolfscastle Communty Primary School,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Glancleddau,Wolfscastle,Haverfordwest,Pembrokeshire,SA62 5LZ,01437741361,51.0,0.0,22.2,96.0,4938.0,,,,,,http://www.estyn.gov.wales/provider/6682254
6682258,Saundersfoot Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Francis Lane,Saundersfoot,Pembrokeshire,,SA69 9HB,01834812819,187.0,5.4,26.5,92.5,4738.0,,,,,,http://www.estyn.gov.wales/provider/6682258
6682260,Stepaside Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Carmarthen Road,Kilgetty,Pembrokeshire,,SA68 0UG,01834812764,124.0,27.0,22.8,89.7,5048.0,,,,,,http://www.estyn.gov.wales/provider/6682260
6682261,Templeton Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Templeton,Narberth,Pembrokeshire,SA67 8RS,01834860657,118.0,3.6,21.1,92.7,4490.0,,,,,,http://www.estyn.gov.wales/provider/6682261
6682266,Tavernspite Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tavernspite,Whitland,Pembrokeshire,,SA34 0NL,01834831691,222.0,6.1,26.5,92.3,4063.0,,,,,,http://www.estyn.gov.wales/provider/6682266
6682270,Ysgol Gymunedol Croesgoch,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanrhian Road,Croesgoch,Haverfordwest,Pembrokeshire,SA62 5JT,01348831461,104.0,10.6,20.5,94.8,5004.0,,,,,,http://www.estyn.gov.wales/provider/6682270
6682271,Broad Haven CP School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Webbs Hill,Broad Haven,Haverfordwest,Pembrokeshire,SA62 3JT,01437781404,89.0,6.8,22.9,93.0,5186.0,,,,,,http://www.estyn.gov.wales/provider/6682271
6682273,Roch Community School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Roch,Haverfordwest,Pembrokeshire,,SA62 6JU,01437710517,140.0,7.5,23.5,94.5,4697.0,,,,,,http://www.estyn.gov.wales/provider/6682273
6682384,Coastlands CP School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St Ishmael's Base,Trewarren Road,Haverfordwest,Pembrokeshire,SA62 3SZ,01646636340,100.0,9.4,18.1,92.4,4983.0,,,,,,http://www.estyn.gov.wales/provider/6682384
6682385,Ysgol Clydau,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Tregryn,Llanfyrnach,Pembrokeshire,,SA35 0BE,01239698236,41.0,8.8,20.5,92.4,5893.0,,,,,,http://www.estyn.gov.wales/provider/6682385
6682386,Pembroke Dock Community School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BUSH STREET,Pembroke Dock,,,SA72 6LQ,01646684872,617.0,28.2,21.0,90.4,4808.0,,,,,,http://www.estyn.gov.wales/provider/6682386
6682387,Monkton Priory Community Primary  School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St Martin's Road,Monkton,Pembroke,Pembrokeshire,SA71 4LS,01646685685,210.0,49.9,17.4,88.5,6675.0,,,,,,http://www.estyn.gov.wales/provider/6682387
6682388,Golden Grove CP School,668.0,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Orange Way,Pembroke,,,SA71 4DP,01646682605,382.0,19.2,25.2,92.8,3540.0,,,,,,http://www.estyn.gov.wales/provider/6682388
6682389,Ysgol Glannau Gwaun,668.0,Pembrokeshire,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Clive Road,Fishguard,,,SA65 9DB,01348872505,261.0,32.0,21.1,91.1,5974.0,,,,,,http://www.estyn.gov.wales/provider/6682389
6682391,Prendergast Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stokes Avenue,Prendergast,Haverfordwest,,SA61 2RB,01437771580,411.0,10.3,23.7,91.8,4116.0,,,,,,http://www.estyn.gov.wales/provider/6682391
6682392,Pennar CP,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Owen Street,Pennar,Pembroke Dock,Pembrokeshire,SA72 6SL,01646684402,241.0,22.5,21.9,89.7,4590.0,,,,,,http://www.estyn.gov.wales/provider/6682392
6682393,Neyland Community School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,John Street,Neyland,Milford Haven,Pembrokeshire,SA73 1TH,01646600659,308.0,16.6,25.1,92.9,4432.0,,,,,,http://www.estyn.gov.wales/provider/6682393
6682395,Ysgol Hafan Y Mor,668.0,Pembrokeshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---, HEYWOOD LANE,Tenby,,,SA70 8BZ,01834843248,238.0,9.3,22.4,93.1,4160.0,,,,,,http://www.estyn.gov.wales/provider/6682395
6682396,Milford Haven Community Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Prioryville,,Milford Haven,Pembrokeshire,SA73 2LQ,01646 692705,558.0,29.5,24.4,88.9,4621.0,,,,,,http://www.estyn.gov.wales/provider/6682396
6682397,Waldo Williams Primary School,668.0,Pembrokeshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Scarrowscant Lane,Haverford West,,Pembrokeshire,SA61 1BS,01437765376,218.0,23.5,22.7,90.1,5180.0,,,,,,http://www.estyn.gov.wales/provider/6682397
6682398,Ysgol Bro Penfro,668.0,Pembrokeshire,Primary,Not Applicable,0 ,Not available,Primary,Not available,Old Bush Farm,Bush Hill,Pembroke,Pembrokeshire,SA71 4RJ,,,,,,,,,,,,http://www.estyn.gov.wales/provider/6682398
6683035,Cilgerran Church in Wales VC School,668.0,Pembrokeshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Cilgerran,Cardigan,Pembrokeshire,,SA43 2SB,01239614226,118.0,7.7,22.1,93.8,4622.0,,,,,,http://www.estyn.gov.wales/provider/6683035
