School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6652279,Ysgol Bro Alun,665,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Delamere Avenue,Gwersyllt,Wrexham,,LL11 4NG,01978269580,280,,,,,,,,,,,53.0785243,-3.0158803
6652280,"Ysgol Yr Hafod, Johnstown",665,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BANGOR ROAD,JOHNSTOWN,Wrexham,,LL14 2SW,01978840643,337,,,,,,,,,,,53.007188,-3.042626
6652281,Borras Park Community Primary,665,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, BORRAS PARK ROAD,Borras Park,Wrexham,,LL12 7TH,01978346890,440,,,,,,,,,,,53.0611887,-2.9687521
6652282,Ysgol Llan y pwll,665,Wrexham,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Ysgol Llan-y-pwll,Borras Park Road,,Wrexham,LL12 7TH,01978594101,22,,,,,,,,,,,53.0605447,-2.9706296
6653028,St Peter's School,665,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Chapel Lane,Rossett,Wrexham,,LL12 0EE,01244570594,201,,,,,,,,,,,53.1107768,-2.9401856
6653036,Pentre CIW Voluntary Controlled,665,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pentre,Chirk,Wrexham,,LL14 5AW,01691773322,47,,,,,,,,,,,52.9594439,-3.0600398
6653042,Eyton Primary School,665,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Bangor Road,Eyton,Wrexham,,LL13 0YD,01978823392,52,,,,,,,,,,,52.99874639999999,-2.9882923
6653054,BORDERBROOK SCHOOL,665,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Talwrn Green,Malpas,Willington,Wrexham,SY14 7LJ,01948770676,16,,,,,,,,,,,52.991287,-2.8254222
6653055,St Giles Controlled Primary School,665,Wrexham,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Madeira Hill ,Wrexham,,,LL13 7DG,01978318880,380,,,,,,,,,,,53.0423042,-2.9934411
6653301,BRONINGTON CHURCH IN WALES V.A,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Lane,Bronington,Whitchurch,Wrexham,SY13 3HN,01948780283,46,,,,,,,,,,,52.9479025,-2.7587431
6653305,Madras VA School,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Penley,Wrexham,,,LL13 0LU,01978710419,124,,,,,,,,,,,52.9552365,-2.8800434
6653326,St Chad's Church in Wales Aided School,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Hanmer,Whitchurch,Wrexham,,SY13 3DG,01948830238,101,,,,,,,,,,,52.95239360000001,-2.8140078
6653334,St Mary's RC Primary,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Lea Road,Wrexham,,,LL13 7NA,01978352406,359,,,,,,,,,,,53.0437965,-2.9964405
6653337,Minera,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minera Hall Road,Minera,Wrexham,,LL11 3YE,01978269500,102,,,,,,,,,,,53.0588884,-3.0865103
6653338,All Saints Voluntary Aided Sch,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Hill,Gresford,Wrexham,,LL12 8RW,01978852342,343,,,,,,,,,,,53.0872502,-2.9772869
6653341,St Mary's Church in Wales,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Park Street,Ruabon,Wrexham,,LL14 6LE,01978820979,204,,,,,,,,,,,52.9864264,-3.0387546
6653342,Brymbo Aided (St. Mary's),665,Wrexham,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Ael y Bryn,Brymbo,Wrexham,,LL11 5DA,01978722970,131,,,,,,,,,,,53.0790327,-3.0544889
6653343,St Anne's Catholic Primary,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Prince Charles Road,Wrexham,,,LL13 8TH,01978261623,179,,,,,,,,,,,53.0441783,-2.9714123
6653346,St Mary's Overton,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,School Lane,Overton On Dee,Wrexham,,LL13 0ES,01978710370,154,,,,,,,,,,,52.9715086,-2.9332213
6653347,St Paul's Voluntary Aided,665,Wrexham,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Bowling Bank,Isycoed,Wrexham,,LL13 9RL,01978661556,35,,,,,,,,,,,53.04476260000001,-2.929622
6654029,Grango,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Vinegar Hill,Rhos,Wrexham,,LL14 1EL,01978833010,575,,,,,,,,,,,53.0153501,-3.0559242
6654032,YSGOL MORGAN LLWYD,665,Wrexham,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Cefn,Wrecsam,,,LL13 9NG,01978315050,889,,,,,,,,,,,53.0500759,-2.970523
6654033,Ysgol Bryn Alyn,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Church Street,Gwersyllt,Wrexham,,LL11 4HB,01978720700,677,,,,,,,,,,,53.0750014,-3.0235754
6654034,Darland High School,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Chester Road,Rossett,Wrexham,,LL12 0DL,01244570588,735,,,,,,,,,,,53.112925,-2.9380799
6654044,Ysgol Rhiwabon,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ruabon,Wrexham,,,LL14 6BT,01978822392,519,,,,,,,,,,,52.9886448,-3.0481012
6654048,Rhosnesni High School,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Rhosnesni Lane,Wrexham,,,LL13 9ET,01978340840,1082,,,,,,,,,,,53.05544399999999,-2.9739589
6654049,Ysgol Clywedog,665,Wrexham,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ruthin Road,Wrexham,,,LL13 7UB,01978346800,843,,,,,,,,,,,53.04302680000001,-3.0126874
6654603,St Joseph's Catholic and Anglican High,665,Wrexham,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic & Anglican,Sontley Road,Wrexham,,,LL13 7EN,01978360310,734,,,,,,,,,,,53.0378528,-2.9965742
6655401,THE MAELOR SCHOOL,665,Wrexham,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Penley,Wrexham,,,LL13 0LU,01948830291,800,,,,,,,,,,,52.9533333,-2.8700693
6657005,St Christophers School,665,Wrexham,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Stockwell Grove,Wrexham,,,LL13 7BW,01978346910,278,,,,,,,,,,,53.0369233,-2.989516
6662002,ABERMULE PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Abermule,Montgomery,Powys,,SY15 6ND,01686630240,83,,,,,,,,,,,52.5440181,-3.2374247
6662003,ARDDLEEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Arddleen,Llanymynech,Powys,,SY22 6RT,01938590445,115,,,,,,,,,,,52.7339164,-3.1009448
6662005,BERRIEW C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Berriew,Welshpool,Powys,,SY21 8BA,01686640312,99,,,,,,,,,,,52.60226189999999,-3.2056359
6662008,CAERSWS C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesawelon,Caersws,Powys,,SY17 5HG,01686688458,74,,,,,,,,,,,52.5201126,-3.4249188
6662009,CARNO C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Carno,Y Drenewydd,Powys,,SY17 5LH,01686420209,43,,,,,,,,,,,52.5567529,-3.5342025
6662010,CARREGHOFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanymynech,Powys,,,SY22 6PA,01691830396,102,,,,,,,,,,,52.77858759999999,-3.0979542
6662018,LEIGHTON C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Leighton,Welshpool,Powys,,SY21 8HH,01938553261,75,,,,,,,,,,,52.648653,-3.1214523
6662019,YSGOL LLANBRYNMAIR,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanbrynmair,Powys,,,SY19 7DJ,01650521339,44,,,,,,,,,,,52.6105804,-3.6285107
6662020,LLANDINAM C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llandinam,Powys,,,SY17 5BY,01686688457,31,,,,,,,,,,,52.4858653,-3.434737
6662033,MEIFOD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6DF,01938500300,61,,,,,,,,,,,52.71148489999999,-3.2549191
6662040,PENYGLODDFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Lane,,,Newtown,SY16 2DF,01686626715,272,,,,,,,,,,,52.51930290000001,-3.3166649
6662041,PONTROBERT C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6JN,01938500394,66,,,,,,,,,,,52.69820860000001,-3.3249342
6662044,YSGOL DYFFRYN TRANNON,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Trefeglwys,Newtown,Powys,,SY17 5PH,01686430644,100,,,,,,,,,,,52.5057882,-3.515407
6662049,GUILSFIELD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Guilsfield,Nr Welshpool,Powys,,SY21 9ND,01938553979,153,,,,,,,,,,,52.6949371,-3.1565738
6662050,LLANIDLOES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangurig Road,Llanidloes,Powys,,SY18 6EX,01686412603,261,,,,,,,,,,,52.4434682,-3.5437081
6662051,BUTTINGTON TREWERN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Buttington,Welshpool,Powys,,SY21 8TB,01938570283,140,,,,,,,,,,,52.6879947,-3.0755985
6662053,BRYNHAFREN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,Infants & Juniors,---,Bryn Hafren,,,Shrewsbury,SY5 9BJ,01743884455,32,,,,,,,,,,,52.7312114,-3.0056982
6662054,CHURCHSTOKE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Churchstoke,Montgomery,Powys,,SY15 6AA,01588620330,39,,,,,,,,,,,52.5382723,-3.0742773
6662058,YSGOL GYNRADD GLANTWYMYN,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cemmaes Road,Machynlleth,Powys,,SY20 8LX,01650511394,75,,,,,,,,,,,52.6250343,-3.7402958
6662059,YSGOL PENNANT,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penybont Fawr,Oswestry,Salop,,SY10 0PD,01691860326,78,,,,,,,,,,,52.8120425,-3.3538909
6662060,MAESYRHANDIR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1LH,01686626337,99,,,,,,,,,,,52.5043392,-3.3275431
6662062,TREOWEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1NH,01686627569,106,,,,,,,,,,,52.5113689,-3.3094219
6662066,FRANKSBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Franksbridge,Llandrindod Wells,Powys,,LD1 5SA,01982570275,39,,,,,,,,,,,52.1971696,-3.2903404
6662068,LLANBISTER C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanbister,Llandrindod Wells,Powys,,LD1 6TN,01597840258,57,,,,,,,,,,,52.35130969999999,-3.3105499
6662070,YSGOL CEFNLLYS,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefnllys Lane,Llandrindod Wells,Powys,,LD1 5WA,01597822297,204,,,,,,,,,,,52.2395591,-3.37244
6662075,PRESTEIGNE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Slough Road,Presteigne,Powys,,LD8 2NH,01544267422,169,,,,,,,,,,,52.2702331,-3.0157866
6662076,RADNOR VALLEY C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Radnor,Presteigne,Powys,,LD8 2SS,01544350203,49,,,,,,,,,,,52.2394729,-3.1510836
6662077,CROSSGATES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crossgates,Llandrindod Wells,Powys,,LD1 6RE,01597851667,151,,,,,,,,,,,52.2756012,-3.3356592
6662084,YSGOL DOLAFON,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanwrtyd Wells,Powys,,,LD5 4RA,01591610326,52,,,,,,,,,,,52.1073624,-3.6418918
6662089,BUILTH WELLS C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Hospital Road,Builth Wells,Powys,,LD2 3GA,01982553600,210,,,,,,,,,,,52.14711879999999,-3.4088687
6662092,SENNYBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sennybridge,,,Brecon,LD3 8RS,01874636268,107,,,,,,,,,,,51.9445821,-3.5695076
6662113,CRICKHOWELL C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crickhowell,Powys,,,NP8 1DY,01873810300,221,,,,,,,,,,,51.8642352,-3.1399859
6662116,HAY-ON-WYE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Road,Hay-On-Wye,Powys,,HR3 5BT,01497820339,186,,,,,,,,,,,52.0722488,-3.1264256
6662117,LLANGYNIDR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangynidr,Crickhowell,Powys,,NP8 1NY,01874730681,101,,,,,,,,,,,51.8665606,-3.229719
6662125,LLANFAES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beilihelig Road,Llanfaes,Brecon,Powys,LD3 8EB,01874623326,190,,,,,,,,,,,51.9448929,-3.400517
6662127,YSGOL Y BANNAU,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penlan,Aberhonddu,Powys,,LD3 9SR,01874622207,97,,,,,,,,,,,51.9524877,-3.3792283
6662129,YSGOL RHIW BECHAN,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Tregynon,Powys,,,SY16 3EH,01686650303,144,,,,,,,,,,,52.5784199,-3.3336077
6662146,LLANRHAEADR YM MOCHNANT C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Llanrhaeadr Ym Mochnant,Oswestry,Salop,,SY10 0LG,01691780352,84,,,,,,,,,,,52.8222122,-3.2946005
6662147,YSGOL BRO CYNLLAITH,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llansilin,Oswestry,Salop,,SY10 7QB,01691791365,25,,,,,,,,,,,52.8440028,-3.1744492
6662148,YSGOL DAFYDD LLWYD,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plantation Lane,Newtown,Powys,,SY16 1JE,01686622162,195,,,,,,,,,,,52.5081946,-3.3191606
6662149,YSGOL Y CRIBARTH,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,School Road,Abercrave,Swansea,,SA9 1XD,01639731500,117,,,,,,,,,,,51.8007848,-3.7180221
6662150,YSGOL GOLWG Y CWM,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendreladus,Ystradgynlais,Powys,,SA9 1SE,01639846070,176,,,,,,,,,,,51.7829306,-3.7455898
6662151,YSGOL BRO TAWE,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd yr Afon,Ystradgynlais,Swansea,,SA9 1BU,01639846000,207,,,,,,,,,,,51.765994,-3.7711795
6662152,YSGOL GYMRAEG DYFFRYN Y GLOWYR,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bethel Road,Lower Cwmtwrch,Swansea,,SA9 2PT,01639846060,344,,,,,,,,,,,51.77433869999999,-3.7800564
6662153,YSGOL Y MYNYDD DU ,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Talgarth,Powys,,LD3 0DQ,01874712860,106,,,,,,,,,,,52.001269,-3.2324511
6662154,YSGOL GYMRAEG Y TRALLWNG,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,YSGOL GYMRAEG Y TRALLWNG,HOWELL DRIVE,WELSHPOOL,POWYS,SY21 7AT,01938552005,96,,,,,,,,,,,52.6557021,-3.143012
6662155,YSGOL CALON Y DDERWEN,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Not available,Ysgol Calon y Dderwen,Park Street,Newton,,SY16 1EG,01686626303,250,,,,,,,,,,,52.5121505,-3.3189517
6662156,Ysgol Golwg Pen y Fan,666,Powys,Primary,Not Applicable,EM,English medium,Infants & Juniors,Not available,Ysgol Golwg Pen y Fan,,,Brecon,LD3 7LU,,,,,,,,,,,,,51.9496428,-3.3899239
6663000,LLANFECHAIN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanfechain,Powys,,,SY22 6UQ,01691828537,43,,,,,,,,,,,52.7743434,-3.2040823
6663002,MONTGOMERY C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Montgomery,Powys,,,SY15 6QA,01686668387,105,,,,,,,,,,,52.5623497,-3.1458304
6663016,FORDEN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Forden,Welshpool,Powys,,SY21 8NE,01938580334,69,,,,,,,,,,,52.6018972,-3.140329
6663021,LLANDYSILIO C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Four Crosses,Llanymynech,Powys,,SY22 6RB,01691830339,56,,,,,,,,,,,52.7624546,-3.0840543
6663026,GLADESTRY C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Gladestry,Kington,Herefordshire,,HR5 3NR,01544370207,35,,,,,,,,,,,52.18945240000001,-3.1235869
6663030,YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,666,Powys,Primary,Voluntary controlled,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Trefonnen Lane,Llandrindod Wells,Powys,,LD1 5EB,01597822190,208,,,,,,,,,,,52.2472615,-3.3751905
6663031,NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Newbridge on Wye,Llandrindod Wells,Powys,,LD1 6LD,01597860273,108,,,,,,,,,,,52.21208910000001,-3.4395749
6663033,CLYRO C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Clyro,Via Hereford,,,HR3 5LE,01497820860,67,,,,,,,,,,,52.0833869,-3.1518858
6663035,KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Knighton,Powys,,,LD7 1HP,01547528691,179,,,,,,,,,,,52.3413658,-3.0431842
6663036,RHAYADER C.I.W. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Bryntirion,Rhayader,Powys,,LD6 5LT,01597810288,240,,,,,,,,,,,52.3004405,-3.5104637
6663037,LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanelwedd,Builth Wells,Powys,,LD2 3TY,01982552616,93,,,,,,,,,,,52.155868,-3.396251
6663050,LLANGORS C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llangorse,Brecon,Powys,,LD3 7TR,01874658663,141,,,,,,,,,,,51.94105279999999,-3.2630222
6663051,WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Severn Road,Welshpool,Powys,,SY21 7AT,01938538660,273,,,,,,,,,,,52.6649693,-3.1318815
6663301,ST. MICHAEL'S C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Kerry,Newtown,Powys,,SY16 4NP,01686670208,87,,,,,,,,,,,52.50135059999999,-3.2560167
6663303,LLANSANTFFRAID C.I.W.A.,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Treflan,Llansantffraid,Powys,,SY22 6AE,01691828539,103,,,,,,,,,,,52.7745822,-3.1543725
6663317,ARCHDEACON GRIFFITHS C.I.W. PRIMARY SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llyswen,Brecon,Powys,,LD3 0YB,01874754334,130,,,,,,,,,,,52.0376847,-3.2722993
6663318,PRIORY CHURCH IN WALES SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pendre Close,Brecon,Powys,,LD3 9EU,01874623549,157,,,,,,,,,,,51.9522561,-3.3911028
6663320,ST MARY`S R.C. (A) SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Milford Road,Newtown,Powys,,SY16 2EH,01686625582,61,,,,,,,,,,,52.515645,-3.323442
6663322,LLANGATTOCK C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llangattock,Crickhowell,Powys,,NP8 1PH,01873810608,96,,,,,,,,,,,51.8499875,-3.1483406
6663323,YSGOL CWM BANWY,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Llangadfan School,,Banwy C P School,Llangadfan Welshpool,SY21 0NW,01938820226,41,,,,,,,,,,,52.6917816,-3.4719712
6664002,LLANIDLOES HIGH SCHOOL,666,Powys,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Llanidloes,Powys,,,SY18 6EX,01686412289,712,,,,,,,,,,,52.4417904,-3.5453135
6664011,Newtown High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Dolfor Road,Newtown,Powys,,SY16 1JE,01686626304,934,,,,,,,,,,,52.5072596,-3.3214352
6664013,WELSHPOOL HIGH SCHOOL,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Salop Road,Welshpool,Powys,,SY21 7RE,01938552014,789,,,,,,,,,,,52.6655738,-3.1367672
6664021,Ysgol Maesydderwen,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Tudor Street,Ystradgynlais,Swansea,,SA9 1AP,01639842115,542,,,,,,,,,,,51.7692483,-3.7680112
